"","estc_id","title","sum","n"
"475","N3713","Medical instructions towards the prevention, and cure of chronic or slow diseases peculiar to women",474,1
"476","N37162","Sophron: or nature's characteristics of the truth",932,5
"477","N37304","Sermons on several subjects",881,4
"478","N37335","The spinster",1152,1
"479","N37412","Select poems and short essays in prose, from the Rev. Dr. Isaac Watts",728,1
"480","N37433","The beauties of poetry display'd",4272,6
"481","N3748","A continuation of the account of the Orphan-House in Georgia, from January 1740/1, to January 1742/3",204,2
"482","N3753","The censor censured; or, the conscious lovers examin'd",83,1
"483","N3756","The distrest mother",302,1
"484","N37956","A new order of His Majesty in Council",102,2
"485","N3803","The history of little Goody Two-Shoes",691,1
"486","N3805","The history of Miss Harriot Fitzroy, and Miss Emilia Spencer",91,1
"487","N38342","A Plain and candid address to all lovers of the game at cards",575,1
"488","N3842","The age of reason",666,1
"489","N3843","The age of reason",662,1
"490","N38485","A practical grammar of the English Language",3568,34
"491","N38656","A practical new grammar, with exercises of bad English",6895,26
"492","N38750","Plays written by the Right Honourable Joseph Addison, Esq",3141,5
"493","N39046","Phedon",306,1
"494","N3913","Meditations and contemplations, in two volumes. By James Hervey, A.M. rector of Weston-Favell, Northampton-shire",4994,21
"495","N3916","Meditations and contemplations",4276,15
"496","N3918","Meditations and contemplations",4860,17
"497","N3920","Meditations and contemplations",4945,20
"498","N3921","Meditations and contemplations",5037,17
"499","N39389","Pliny's Epistles in ten books",2263,4
"500","N3943","The history of little Goody Two-Shoes",690,1
"501","N39598","The Psalms of David",759,1
"502","N39768","Publii Virgilii Maronis Georgicon liber primus et secundus",126,1
"503","N39813","Pulpit elocution: or Characters and principles of the most popular preachers, of each denomination, in the metropolis and its environs",480,2
"504","N3983","Miscellaneous works in verse and prose, of the Late Right Honourable Joseph Addison, Esq",4272,13
"505","N3985","Miscellaneous works",171,1
"506","N4015","The merchant's magazine",200,1
"507","N40384","The poetical works of John Milton",760,3
"508","N40449","The polite companion; or, wit a-la-mode",2045,8
"509","N40504","The poetical works of William Somerville, Esq; in two volumes. Volume the first",447,2
"510","N4072","Memoirs of the lives and characters of the illustrious family of the Boyles",339,3
"511","N4074","The magdalen: or, dying penitent",166,1
"512","N41","Moral and political dialogues",839,4
"513","N41561","Old Joe Miller",1199,3
"514","N41608","The observer: being a collection of moral, literary and familiar essays",459,3
"515","N41651","New jolly jester",158,1
"516","N41692","The new universal story-teller",18842,19
"517","N41698","The new London & country jester",145,1
"518","N4170","A miscellany of ingenious thoughts and reflections",526,2
"519","N4173","A Miscellany of lyric poems, the greatest part written for, and performed in the Academy of Music",690,1
"520","N41763","Observations on mundane affairs",125,1
"521","N41865","The new week's preparation for a worthy receiving of the Lord's Supper",1260,3
"522","N4198","Miscellanies, in prose and verse, on various occasions",235,2
"523","N41995","The odyssey of Homer",249,2
"524","N42023","The new and complete book of martyrs",658,1
"525","N42026","A new, royal, and complete system of universal geography",3825,8
"526","N42049","A new and authentic system of universal geography, antient and modern",4021,11
"527","N422","The danger of the church and state from foreigners",1101,6
"528","N42512","The adventures of David Simple",362,2
"529","N42539","The adventures of Roderick Random",78,1
"530","N42922","An account of the death of F. S. who died April 1763. aged twenty-six years. In a letter to a friend",363,2
"531","N4297","The Adventures of Jack Smart",1259,8
"532","N43011","The art of reading and speaking in public",18625,17
"533","N4346","The marriage act",131,1
"534","N4384","An attempt to explain the words reason, substance, person, creeds",286,2
"535","N43874","Cato",1573,4
"536","N43922","Cato. A tragedy",1593,5
"537","N43963","Le chef-d'œuvre d'un inconnu",209,1
"538","N44127","A Collection of Christian songs and hymns",669,1
"539","N44562","A collection of psalms and hymns, extracted from various authors",3109,7
"540","N45549","Discourses on several important subjects",307,1
"541","N45649","A selection of hymns for social worship",2217,8
"542","N45650","Self-Knowledge",1543,2
"543","N45719","A tractate of education. The author John Milton. To which are added, four papers, on the same subject, from the Spectator",53222,8
"544","N45721","Criticisms on the Rolliad. Part the first",184,2
"545","N4573","The merchant of Venice",720,2
"546","N46071","Joe Miller's jests",501,1
"547","N46162","Valuable secrets in arts and trades",378,1
"548","N46207","A discourse on ridicule",554,2
"549","N46278","Translations and paraphrases, in verse, of several passages of sacred scripture",1954,2
"550","N46288","A short treatise upon arts and sciences, in French and English, by question and answer",906,2
"551","N46318","The young gentleman and lady instructed in such principles of politeness, prudence and virtue, as will lay a sure foundation for gaining respect, esteem and satisfaction in this life, and eternal happiness in a future state",369873,2169
"552","N46346","The Sprightly jester; or, Coffee-house companion",1956,7
"553","N46392","An essay on the divine paternity, or, God the father of men. In which that relation and character is stated, illustrated and improved",691,1
"554","N46425","A sketch of the denominations into which the Christian world is divided",103,1
"555","N46516","Psalms and Hymns",1950,5
"556","N4658","The knights of the Swan",142,2
"557","N46829","Cato",1626,4
"558","N46830","Cato: a tragedy. By Joseph Addison, Esq",1581,4
"559","N46923","The tutor's assistant; being a compendium of arithmetic, and a complete question-book",384,1
"560","N46924","The tutor's assistant; being a compendium of arithmetic, and a complete question-book",774,2
"561","N47035","Tommy Trapwit's pleasant tales, entertaining stories, and merry jests",1380,8
"562","N47147","The Encyclopedia of wit",224,1
"563","N47259","The Christian's consolations against the fears of death",23168,26
"564","N47440","Grasville Abbey: a romance",667,1
"565","N47536","A discourse delivered in the Theatre at Oxford",131,1
"566","N47580","The complete letter-writer",9324,9
"567","N47800","Entertaining and instructive exercises, with the rules of the French Syntax. By John Perrin",531,6
"568","N4790","The Adventurer",481,2
"569","N4792","The adventurer",461,2
"570","N47940","The Dunciad",2804,8
"571","N4795","The adventurer. .",411,2
"572","N4797","The adventurer. .",477,2
"573","N48046","Rinaldo",156,1
"574","N48047","Roman conversations; or A short description of the antiquities of Rome",1998,4
"575","N48052","Rimualdo: or the castle of Badajos",179,1
"576","N4847","Caribbeana",1084,4
"577","N49010","Speculum anni",504,3
"578","N49056","A collection of poems, moral and religious",8347,3
"579","N49128","Elegant miscellanies",1877,3
"580","N49369","The student's miscellany",1554,5
"581","N49671","A new collection of hymns, particularly designed for the use of the congregation at the chapel, in Jewry-Street, Aldgate, London",1290,3
"582","N49697","A treatise on virtue and happiness. By William Nettleton, M.D. F.R.S",156,1
"583","N49698","The Trifler",252,2
"584","N4982","A father's legacy to his daughters",83,1
"585","N50004","The adventures of Roderick Random",79,1
"586","N50040","The New merry companion: Or, Vocal remembrancer",1476,5
"587","N50114","A new and literal translation of Juvenal and Persius",155,1
"588","N5019","The complete French master",521,1
"589","N5054","A new theory of consumptions",546,1
"590","N5096","A new and complete system of geography",2370,5
"591","N51868","The new week's preparation for a worthy receiving of the Lords Supper",1286,2
"592","N51874","The New week's preparation for a worthy receiving of the Lord's Supper, as appointed and practised by the Church of England",588,1
"593","N52168","The Tatler: or, Lucubrations of Isaac Bickerstaff, Esq; volume the first",133,2
"594","N5220","Miscellaneous works",696,6
"595","N52322","A critique and notes upon the Paradise lost",294246,136
"596","N5249","The navy surgeon; or, practical system of surgery",362,3
"597","N5253","The navy surgeon; or, practical system of surgery",361,3
"598","N52538","The historical, biographical, literary, and scientific magazine",1770,2
"599","N5259","The new and complete dictionary of the English language",312,3
"600","N5289","A complete physico-medical and chirurgical treatise on the human eye",4678,8
"601","N5297","Apollo's cabinet: or the muses delight",1472,2
"602","N53632","Theron and Aspasio: or, A series of dialogues and letters, upon the most important and intersting subjects",1576,5
"603","N53716","Interesting anecdotes, memoirs, allegories, essays, and poetical fragments",1026,4
"604","N5401","The mirror",138,1
"605","N5403","The mirror",132,1
"606","N5430","The mirror",132,1
"607","N54301","The History of Goody two shoes; otherwise called Mrs. Margery two shoes",686,2
"608","N5434","The mirror",131,1
"609","N54790","A dictionary of the English language: in which the words are deduced from their originals, and illustrated in their different significations by examples from the best writers",50425,472
"610","N55100","Discourses on a sober and temperate life",1008,2
"611","N55876","The Dunciad",2810,8
"612","N5655","A collection of hymns, for the use of the people called Methodists",895,4
"613","N5701","Notes upon the twelve books of paradise lost. Collected from the spectator",209298,154
"614","N5703","Notes upon the twelve books of Milton's Paradise lost",332326,82
"615","N5704","The Dunciad",2674,8
"616","N576","A discourse concerning the religious observation of the Lord's Day, both doctrinal and practical",3253,8
"617","N583","The distrest mother",300,1
"618","N5854","A new collection in prose and verse, for the use of schools",56116,14
"619","N5877","An apology for the life of George Anne Bellamy",487,5
"620","N5887","Lectures on rhetoric and belles lettres",26528,111
"621","N5924","Advice from Farmer Trueman",707,2
"622","N6033","The minor poets",9638,3
"623","N60584","The New foundling hospital for wit",63,1
"624","N60868","A Collection of Psalms and hymns proper for Christian worship",2037,7
"625","N6092","The adventures of a rake",319,3
"626","N61349","The observer",728,4
"627","N61360","The heads of illustrious persons of Great Britain, engraven by Mr. Houbraken. With their lives and characters. By Thomas Birch, A.M. F.R.S",744,2
